experiment_name,period1,period2,cosine_similarity,l2_distance,entropy_change,concentration_change,top_timestep1,top_timestep2,top_timestep_delta,signal_cosine,signal_l2,signal_entropy,signal_top_timestep,n_signals_fired
00_baseline_exploration/sweep2_hidden_12,2021,2022,0.9921156987334538,0.03645162656903267,0.07541990280151367,-0.008862443268299103,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep2_hidden_12,2022,2023,0.9328348473549324,0.1273568719625473,-0.3567392826080322,0.042387887835502625,t-0,t-0,0,True,True,True,False,3
00_baseline_exploration/sweep2_hidden_12,2024,2025,0.9747654930358362,0.08673183619976044,0.30901622772216797,-0.033126138150691986,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep_combo2,2020,2021,0.9982081727581077,0.00947609730064869,0.06524372100830078,-5.6974589824676514e-05,t-32,t-39,7,False,False,True,True,2
00_baseline_exploration/sweep_combo3,2020,2021,0.9469933827209279,0.04292812943458557,0.19864869117736816,-0.0006124544888734818,t-28,t-59,31,True,True,True,True,4
00_baseline_exploration/sweep2_hidden_14,2020,2021,0.996045424438765,0.019980182871222496,-0.18707966804504395,-2.0977109670639038e-05,t-19,t-0,19,False,False,True,True,2
00_baseline_exploration/sweep2_hidden_14,2022,2023,0.9883474632710182,0.0346529595553875,0.10185360908508301,-0.0015654154121875763,t-0,t-13,13,False,True,True,True,3
00_baseline_exploration/sweep2_h16_enc_15,2021,2022,0.9861668251840554,0.043921079486608505,-0.1511998176574707,0.0030653104186058044,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep2_h16_enc_15,2022,2023,0.9810627953170273,0.051274772733449936,0.2928886413574219,-0.003295518457889557,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep_dropout_0.1,2020,2021,0.9811511643711015,0.048301491886377335,-0.26070404052734375,0.006593596190214157,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_dropout_0.1,2021,2022,0.9945315951642443,0.025668766349554062,0.1875772476196289,-0.0013745054602622986,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_dropout_0.1,2023,2024,0.9836203814037614,0.04808642715215683,-0.06718802452087402,-0.00800420343875885,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep2_h16_enc_30,2022,2023,0.9893994000634243,0.027005258947610855,0.32798337936401367,-0.0011213794350624084,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep2_h16_drop_0.25,2022,2023,0.9904512461071107,0.031230144202709198,0.34458184242248535,-0.0012667067348957062,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/exp002_small,2021,2022,0.9921649893096511,0.028622856363654137,-0.22803735733032227,0.00180806964635849,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/exp002_small,2022,2023,0.9865481847475205,0.037371713668107986,0.37065601348876953,-0.0020812153816223145,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep2_h16_drop_0.15,2021,2022,0.9859033760409435,0.03887147083878517,-0.2290053367614746,0.0030850060284137726,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep2_h16_drop_0.15,2022,2023,0.9759013329412464,0.0505295991897583,0.34380292892456055,-0.003452107310295105,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/exp003_large,2020,2021,0.9112798834345093,0.1142403781414032,0.3396265506744385,0.020961128175258636,t-19,t-19,0,True,True,True,False,3
00_baseline_exploration/exp003_large,2021,2022,0.9888483286906735,0.04086163267493248,-0.15111184120178223,-0.0013473331928253174,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/exp003_large,2022,2023,0.9658383546622898,0.09433319419622421,0.12951183319091797,0.03191359341144562,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/exp003_large,2023,2024,0.9973842776900628,0.03641018271446228,-0.22205662727355957,0.018259339034557343,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/exp003_large,2024,2025,0.9929913881483361,0.04190629720687866,-0.3111255168914795,-0.005051657557487488,t-19,t-19,0,False,True,True,False,2
