experiment_name,phase,group,hidden_size,dropout,learning_rate,encoder_length,attention_heads,batch_size,created_at,best_val_loss,total_epochs,early_stopped,test_mse,test_rmse,test_mae,test_r2,dir_acc,sharpe_ratio,max_drawdown,total_return,num_trades,precision,recall,f1_score,auc_roc,alpha,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,healthy_days,degraded_days,unidirectional_days,weak_collapse_days,strong_collapse_days,has_any_collapse,has_strong_collapse,has_degradation,has_unidirectional,problematic_pct,predicted_down,predicted_up,pct_down_predictions,pct_up_predictions,evaluated,collapse_type,pred_std,pred_mean,pred_min,pred_max,num_unique,num_positive,num_negative,num_zero,pct_positive,pct_negative,collapsed,composite_score
learn2r_d025_lb2,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T21:03:09.262130,0.3931656777858734,100,False,1.1772876977920532,1.085028886795044,0.7737041711807251,-0.001959562301635742,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.4682666914681933,0.0,2.3400936037441498,0.0,89.39157566302653,3.58814352574103,4.6801872074882995,30,0,1146,46,60,True,True,False,True,97.65990639625586,0,1282,0.0,1.0,True,,0.05289685861608541,0.07148491713884556,0.01883611,0.25190276,1270,1282,0,0,100.0,0.0,True,0.5057081891280997
learn2r_d025_lb2_mlp,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T21:03:41.243830,0.39997318387031555,56,True,1.1710352897644043,1.082143783569336,0.771706223487854,0.0033617019653320312,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.48219062747046454,0.0,2.3400936037441498,0.0,96.801872074883,0.858034321372855,0.0,30,0,1241,11,0,True,False,False,True,97.65990639625585,0,1282,0.0,1.0,True,,0.021651816221926214,0.07356935418564743,0.042658217,0.29559934,1259,1282,0,0,100.0,0.0,True,0.5196321251303708
learn3r_d010_lb0,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T21:19:43.342576,0.39308789372444153,91,True,1.1779252290725708,1.085322618484497,0.7698372602462769,-0.0025022029876708984,0.5351014040561622,0.6516636593021504,-0.2938287854194641,0.5826570987701416,1229,0.5378356387306753,0.9593613933236574,0.6892596454640249,0.542727564204544,-0.3485985994338989,13.494539781591264,19.81279251170047,58.11232449297972,6.708268330733229,1.87207488299532,173,254,745,86,24,True,True,True,True,86.50546021840874,53,1229,0.041341653666146644,0.9586583463338534,True,,0.03918931466280615,0.07504320010189548,-0.13851634,0.18817917,1273,1229,53,0,95.86583463338533,4.134165366614664,True,0.5778289682607063
learn3r_d010_lb0_mlp,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T21:22:15.675650,0.3974429666996002,61,True,1.1746563911437988,1.0838156938552856,0.7721710801124573,0.000279843807220459,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.47809103302437483,0.0,2.3400936037441498,0.0,96.72386895475819,0.93603744149766,0.0,30,0,1240,12,0,True,False,False,True,97.65990639625585,0,1282,0.0,1.0,True,,0.024686924686705306,0.08411839329173168,0.014837287,0.17290458,1273,1282,0,0,100.0,0.0,True,0.5155325306842812
learn3r_d010_lb1,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T21:24:47.109185,0.39288321137428284,99,True,1.1752161979675293,1.0840739011764526,0.7728033661842346,-0.00019657611846923828,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.47326207789474206,0.0,2.3400936037441498,0.0,74.80499219968799,7.254290171606864,15.600624024960998,30,0,959,93,200,True,True,False,True,97.65990639625585,0,1282,0.0,1.0,True,,0.048300242611821906,0.08614112562558503,0.042289566,0.2597376,1265,1282,0,0,100.0,0.0,True,0.5107035755546484
learn3r_d010_lb1_mlp,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T21:39:49.630732,0.3991016745567322,53,True,1.175263524055481,1.0840957164764404,0.7726420164108276,-0.00023686885833740234,0.5366614664586583,0.7520205267083292,-0.2524595558643341,0.7634551525115967,1281,0.537080405932865,0.9985486211901307,0.6984771573604062,0.48665000722018126,-0.16780054569244385,2.3400936037441498,0.0,94.53978159126365,3.1201248049921997,0.0,30,0,1212,40,0,True,False,False,True,97.65990639625585,1,1281,0.00078003120124805,0.999219968798752,True,,0.02247353228238834,0.04273631552340094,-0.040108815,0.10438301,1271,1281,1,0,99.9219968798752,0.078003120124805,True,0.5233114736788396
learn3r_d010_lb2,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T21:45:52.405829,0.39292919635772705,99,True,1.175708293914795,1.0843008756637573,0.7729893922805786,-0.0006153583526611328,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.4729708231251393,0.0,2.3400936037441498,0.0,74.80499219968799,7.48829953198128,15.366614664586583,30,0,959,96,197,True,True,False,True,97.65990639625585,0,1282,0.0,1.0,True,,0.05092709924944086,0.0863044529173167,0.043615997,0.26654962,1266,1282,0,0,100.0,0.0,True,0.5104123207850456
learn3r_d010_lb2_mlp,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T21:54:23.999901,0.3982180655002594,53,True,1.1760833263397217,1.084473729133606,0.7724639177322388,-0.0009344816207885742,0.5366614664586583,0.7520205267083292,-0.2524595558643341,0.7634551525115967,1281,0.537080405932865,0.9985486211901307,0.6984771573604062,0.4780004748187,-0.16780054569244385,2.3400936037441498,0.0,93.13572542901716,1.40405616224649,3.1201248049921997,30,0,1194,18,40,True,True,False,True,97.65990639625585,1,1281,0.00078003120124805,0.999219968798752,True,,0.019450968770071388,0.05119259943369735,-0.04171502,0.101556905,1269,1281,1,0,99.9219968798752,0.078003120124805,True,0.5146619412773583
learn3r_d025_lb0,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T22:00:55.745694,0.3966869115829468,77,True,1.175728440284729,1.0843101739883423,0.7731083035469055,-0.0006325244903564453,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.46709677735163757,0.0,2.3400936037441498,0.0,89.39157566302653,2.9641185647425896,5.30421216848674,30,0,1146,38,68,True,True,False,True,97.65990639625586,0,1282,0.0,1.0,True,,0.036057259282860375,0.06343773654992199,0.024137754,0.17660478,1273,1282,0,0,100.0,0.0,True,0.5045382750115439
learn3r_d025_lb0_mlp,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T22:02:27.479131,0.4005410373210907,53,True,1.1739856004714966,1.0835061073303223,0.7731077075004578,0.0008507370948791504,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.47320088991793474,0.0,2.3400936037441498,0.0,92.74570982839313,0.31201248049922,4.6021840873634945,30,0,1189,4,59,True,True,False,True,97.65990639625585,0,1282,0.0,1.0,True,,0.023167372761685828,0.03757138413689547,0.0043107346,0.10920237,1270,1282,0,0,100.0,0.0,True,0.5106423875778411
learn3r_d025_lb1,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T22:15:29.564609,0.3938019573688507,77,True,1.1734858751296997,1.083275556564331,0.7727550268173218,0.0012760162353515625,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.4711914767595826,0.0,2.3400936037441498,0.0,92.82371294851795,1.71606864274571,3.1201248049921997,30,0,1190,22,40,True,True,False,True,97.65990639625586,0,1282,0.0,1.0,True,,0.04479036223189266,0.07919922878861155,0.026405914,0.26685175,1277,1282,0,0,100.0,0.0,True,0.508632974419489
learn3r_d025_lb1_mlp,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T22:23:02.463179,0.3989635407924652,53,True,1.1749250888824463,1.0839396715164185,0.7729616165161133,5.1140785217285156e-05,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.47085371912760626,0.0,2.3400936037441498,0.0,91.34165366614666,1.6380655226209049,4.6801872074882995,30,0,1171,21,60,True,True,False,True,97.65990639625586,0,1282,0.0,1.0,True,,0.02834175969988439,0.04332871803198128,0.009218698,0.11365042,1266,1282,0,0,100.0,0.0,True,0.5082952167875125
learn3r_d025_lb2,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T22:23:34.227274,0.3938065767288208,85,True,1.1748846769332886,1.083920955657959,0.7727842330932617,8.559226989746094e-05,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.4708684042420401,0.0,2.3400936037441498,0.0,94.07176287051482,2.65210608424337,0.93603744149766,30,0,1206,34,12,True,True,False,True,97.65990639625585,0,1282,0.0,1.0,True,,0.044922760819348484,0.09502021675741029,0.032232706,0.2760066,1277,1282,0,0,100.0,0.0,True,0.5083099019019464
learn3r_d025_lb2_mlp,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T22:30:35.881190,0.3993164002895355,53,True,1.1746675968170166,1.0838208198547363,0.7729063630104065,0.0002703666687011719,0.5374414976599063,0.8380294796085687,-0.2524595558643341,0.9312556982040405,1282,0.5374414976599063,1.0,0.6991374936580415,0.4750781370463829,0.0,2.3400936037441498,0.0,82.99531981279252,5.070202808112325,9.594383775351014,30,0,1064,65,123,True,True,False,True,97.65990639625586,0,1282,0.0,1.0,True,,0.024424039193005807,0.03922682257722308,0.010684172,0.10564961,1258,1282,0,0,100.0,0.0,True,0.5125196347062893
vix2r_d010_t15,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T16:41:44.676928,0.3798156678676605,86,True,1.1993741989135742,1.0951594114303589,0.7837147116661072,-0.020756840705871582,0.5054602184087363,0.49322355446981475,-0.2524595558643341,0.37625670433044434,923,0.5297941495124594,0.7097242380261248,0.6066997518610422,0.49411249287160075,-0.5549989938735962,33.073322932917314,19.734789391575664,47.19188767550702,0.0,0.0,424,253,605,0,0,False,False,True,True,66.92667706708268,359,923,0.2800312012480499,0.7199687987519501,True,,0.13511585659116032,0.06846610164195008,-0.23617393,0.23754072,1281,923,359,0,71.996879875195,28.003120124804994,False,0.4995727112803371
vix2r_d010_t15_hr,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-28T13:06:57.874289,0.3798156678676605,86,True,1.1993741989135742,1.0951594114303589,0.7837147116661072,-0.020756840705871582,0.5054602184087363,0.49322355446981475,-0.2524595558643341,0.37625670433044434,923,0.5297941495124594,0.7097242380261248,0.6066997518610422,0.49411249287160075,-0.5549989938735962,33.073322932917314,19.734789391575664,47.19188767550702,0.0,0.0,424,253,605,0,0,False,False,True,True,66.92667706708268,359,923,0.2800312012480499,0.7199687987519501,True,,0.13511585659116032,0.06846610164195008,-0.23617393,0.23754072,1281,923,359,0,71.996879875195,28.003120124804994,False,0.4995727112803371
vix2r_d010_t15_mlp,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T16:41:49.505799,0.3780626654624939,83,True,1.2482960224151611,1.1172716617584229,0.8101621866226196,-0.0623929500579834,0.514820592823713,0.7544831159147718,-0.2524595558643341,0.7594071626663208,1039,0.5322425409047161,0.8026124818577649,0.6400462962962964,0.48498814177009475,-0.17184853553771973,27.301092043681745,7.800312012480499,64.89859594383776,0.0,0.0,350,100,832,0,0,False,False,True,True,72.69890795631827,243,1039,0.18954758190327614,0.8104524180967239,True,,0.2369611648007978,0.18462252640092047,-0.3745584,0.34382233,1271,1039,243,0,81.04524180967239,18.954758190327613,False,0.4998087345938077
vix2r_d010_t15_mlp_hr,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-28T13:07:00.245452,0.3780626654624939,83,True,1.2482960224151611,1.1172716617584229,0.8101621866226196,-0.0623929500579834,0.514820592823713,0.7544831159147718,-0.2524595558643341,0.7594071626663208,1039,0.5322425409047161,0.8026124818577649,0.6400462962962964,0.48498814177009475,-0.17184853553771973,27.301092043681745,7.800312012480499,64.89859594383776,0.0,0.0,350,100,832,0,0,False,False,True,True,72.69890795631827,243,1039,0.18954758190327614,0.8104524180967239,True,,0.2369611648007978,0.18462252640092047,-0.3745584,0.34382233,1271,1039,243,0,81.04524180967239,18.954758190327613,False,0.4998087345938077
vix2r_d010_t20,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T17:13:36.736218,0.37417319416999817,80,True,1.395603060722351,1.181356430053711,0.902937650680542,-0.18776214122772217,0.48049921996879874,0.6219049582906708,-0.19460782408714294,0.5120531320571899,549,0.5209471766848816,0.41509433962264153,0.4620355411954766,0.49438416748862524,-0.4192025661468506,58.11232449297972,9.048361934477379,32.8393135725429,0.0,0.0,745,116,421,0,0,False,False,True,True,41.887675507020276,733,549,0.5717628705148206,0.4282371294851794,True,,0.4484077145647613,-0.1310354807774571,-0.6398608,0.45026743,1281,549,733,0,42.82371294851794,57.176287051482056,False,0.474883387457424
vix2r_d010_t20_hr,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-28T13:07:02.365228,0.37417319416999817,80,True,1.395603060722351,1.181356430053711,0.902937650680542,-0.18776214122772217,0.48049921996879874,0.6219049582906708,-0.19460782408714294,0.5120531320571899,549,0.5209471766848816,0.41509433962264153,0.4620355411954766,0.49438416748862524,-0.4192025661468506,58.11232449297972,9.048361934477379,32.8393135725429,0.0,0.0,745,116,421,0,0,False,False,True,True,41.887675507020276,733,549,0.5717628705148206,0.4282371294851794,True,,0.4484077145647613,-0.1310354807774571,-0.6398608,0.45026743,1281,549,733,0,42.82371294851794,57.176287051482056,False,0.474883387457424
vix2r_d010_t20_mlp,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-27T17:14:10.997261,0.3723495304584503,75,True,1.4621946811676025,1.2092124223709106,0.9342198967933655,-0.2444366216659546,0.4781591263650546,0.6062962397435866,-0.19141049683094025,0.49434149265289307,550,0.5181818181818182,0.41364296081277213,0.46004842615012104,0.48586190607890317,-0.43691420555114746,61.62246489859594,7.17628705148206,27.53510140405616,3.6661466458658345,0.0,790,92,353,47,0,True,False,True,True,38.37753510140406,732,550,0.5709828393135725,0.4290171606864275,True,,0.5203390528971402,-0.12777244830507023,-0.6701068,0.54513556,1274,550,732,0,42.90171606864275,57.09828393135725,False,0.46402103244395776
vix2r_d010_t20_mlp_hr,05a_regime_output,other,16,0.1,0.0005,20,2,64,2025-11-28T13:07:04.621508,0.3723495304584503,75,True,1.4621946811676025,1.2092124223709106,0.9342198967933655,-0.2444366216659546,0.4781591263650546,0.6062962397435866,-0.19141049683094025,0.49434149265289307,550,0.5181818181818182,0.41364296081277213,0.46004842615012104,0.48586190607890317,-0.43691420555114746,61.62246489859594,7.17628705148206,27.53510140405616,3.6661466458658345,0.0,790,92,353,47,0,True,False,True,True,38.37753510140406,732,550,0.5709828393135725,0.4290171606864275,True,,0.5203390528971402,-0.12777244830507023,-0.6701068,0.54513556,1274,550,732,0,42.90171606864275,57.09828393135725,False,0.46402103244395776
vix2r_d025_t15,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T17:43:25.816525,0.37747541069984436,89,True,1.2101846933364868,1.1000839471817017,0.7908286452293396,-0.02995741367340088,0.5179407176287052,0.7177653324853835,-0.2524595558643341,0.6797696352005005,1049,0.5338417540514776,0.8127721335268505,0.6444188722669735,0.4965012714861581,-0.25148606300354004,30.34321372854914,9.360374414976599,60.296411856474265,0.0,0.0,389,120,773,0,0,False,False,True,True,69.65678627145087,233,1049,0.18174726989079562,0.8182527301092044,True,,0.16161442921573224,0.11127055966201248,-0.28921637,0.2390947,1277,1049,233,0,81.82527301092044,18.174726989079563,False,0.5144419891148633
vix2r_d025_t15_hr,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-28T13:33:06.690762,0.37747541069984436,89,True,1.2101846933364868,1.1000839471817017,0.7908286452293396,-0.02995741367340088,0.5179407176287052,0.7177653324853835,-0.2524595558643341,0.6797696352005005,1049,0.5338417540514776,0.8127721335268505,0.6444188722669735,0.4965012714861581,-0.25148606300354004,30.34321372854914,9.360374414976599,60.296411856474265,0.0,0.0,389,120,773,0,0,False,False,True,True,69.65678627145087,233,1049,0.18174726989079562,0.8182527301092044,True,,0.16161442921573224,0.11127055966201248,-0.28921637,0.2390947,1277,1049,233,0,81.82527301092044,18.174726989079563,False,0.5144419891148633
vix2r_d025_t15_mlp,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T17:43:59.548481,0.38156217336654663,87,True,1.190123438835144,1.0909278392791748,0.7807771563529968,-0.012883782386779785,0.517160686427457,0.7123952652919385,-0.2524595558643341,0.6948772668838501,1024,0.5341796875,0.7939042089985486,0.6386456509048454,0.5002631083002714,-0.23637843132019043,30.733229329173167,4.99219968798752,64.27457098283932,0.0,0.0,394,64,824,0,0,False,False,True,True,69.26677067082684,258,1024,0.20124804992199688,0.7987519500780031,True,,0.12924988390474287,0.09311159190665366,-0.18505645,0.27985358,1279,1024,258,0,79.87519500780031,20.12480499219969,False,0.5174237947277285
vix2r_d025_t15_mlp_hr,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-28T13:34:08.828943,0.38156217336654663,87,True,1.190123438835144,1.0909278392791748,0.7807771563529968,-0.012883782386779785,0.517160686427457,0.7123952652919385,-0.2524595558643341,0.6948772668838501,1024,0.5341796875,0.7939042089985486,0.6386456509048454,0.5002631083002714,-0.23637843132019043,30.733229329173167,4.99219968798752,64.27457098283932,0.0,0.0,394,64,824,0,0,False,False,True,True,69.26677067082684,258,1024,0.20124804992199688,0.7987519500780031,True,,0.12924988390474287,0.09311159190665366,-0.18505645,0.27985358,1279,1024,258,0,79.87519500780031,20.12480499219969,False,0.5174237947277285
vix2r_d025_t20,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T18:16:34.241801,0.3745046854019165,88,True,1.36738920211792,1.1693542003631592,0.892217218875885,-0.1637500524520874,0.4797191887675507,0.590236718700928,-0.19460758566856384,0.4754679203033447,544,0.5202205882352942,0.4107402031930334,0.4590429845904299,0.4929964241746354,-0.4557877779006958,58.19032761310452,9.048361934477379,32.761310452418094,0.0,0.0,746,116,420,0,0,False,False,True,True,41.80967238689547,738,544,0.5756630265210608,0.4243369734789392,True,,0.40369781007006333,-0.15008916112550702,-0.6167767,0.38580084,1279,544,738,0,42.43369734789392,57.56630265210608,False,0.4727156129421861
vix2r_d025_t20_hr,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-28T13:35:10.749913,0.3745046854019165,88,True,1.36738920211792,1.1693542003631592,0.892217218875885,-0.1637500524520874,0.4797191887675507,0.590236718700928,-0.19460758566856384,0.4754679203033447,544,0.5202205882352942,0.4107402031930334,0.4590429845904299,0.4929964241746354,-0.4557877779006958,58.19032761310452,9.048361934477379,32.761310452418094,0.0,0.0,746,116,420,0,0,False,False,True,True,41.80967238689547,738,544,0.5756630265210608,0.4243369734789392,True,,0.40369781007006333,-0.15008916112550702,-0.6167767,0.38580084,1279,544,738,0,42.43369734789392,57.56630265210608,False,0.4727156129421861
vix2r_d025_t20_mlp,05a_regime_output,other,16,0.25,0.0005,20,2,64,2025-11-27T18:17:38.066353,0.37519773840904236,74,True,1.4005745649337769,1.183458685874939,0.9102722406387329,-0.1919933557510376,0.47737909516380655,0.5574128209230025,-0.19726355373859406,0.4394577741622925,549,0.517304189435337,0.41219158200290273,0.4588045234248788,0.48723006924031453,-0.49179792404174805,54.52418096723869,7.800312012480499,37.67550702028081,0.0,0.0,699,100,483,0,0,False,False,True,True,45.47581903276131,733,549,0.5717628705148206,0.4282371294851794,True,,0.43796436915798587,-0.1661966998234789,-0.6134653,0.3836575,1280,549,733,0,42.82371294851794,57.176287051482056,False,0.4646091644041211
